carrera,edad,materias_aprobadas
Ingenieria Informatica,23,2
Medicina,20,5
Psicologia,29,8
Arquitectura,24,4
Medicina,22,5
Administracion de Empresas,19,6
Medicina,22,2
Ingenieria Civil,20,8
Ingenieria Informatica,27,5
Ingenieria Civil,18,6
Derecho,22,1
Administracion de Empresas,21,6
Ingenieria Informatica,21,6
Administracion de Empresas,21,8
Medicina,22,4
Ingenieria Informatica,24,3
Derecho,23,3
Economia,23,3
Administracion de Empresas,18,2
Derecho,22,7
Ingenieria Informatica,18,7
Medicina,24,4
Ingenieria Informatica,26,4
Derecho,19,1
Ingenieria Civil,21,6
Derecho,20,8
Ingenieria Informatica,25,3
Medicina,23,4
Administracion de Empresas,27,5
Medicina,24,8
Arquitectura,22,5
Psicologia,22,5
Derecho,24,5
Medicina,20,2
Medicina,23,2
Ingenieria Informatica,21,3
Medicina,25,7
Medicina,22,4
Derecho,18,3
Derecho,22,3
Ingenieria Informatica,18,4
Medicina,20,8
Ingenieria Informatica,24,4
Ingenieria Informatica,23,3
Arquitectura,23,5
Ingenieria Informatica,25,8
Medicina,21,3
Ingenieria Informatica,18,2
Arquitectura,21,3
Administracion de Empresas,20,5
Ingenieria Informatica,19,6
Administracion de Empresas,21,7
Psicologia,20,2
Ingenieria Civil,18,3
Ingenieria Informatica,20,4
Arquitectura,18,6
Ingenieria Civil,22,2
Ingenieria Civil,20,3
Derecho,25,3
Derecho,26,6
Medicina,25,6
Psicologia,18,6
Administracion de Empresas,26,7
Derecho,26,4
Medicina,23,2
Psicologia,25,2
Arquitectura,20,1
Ingenieria Informatica,18,4
Arquitectura,19,4
Administracion de Empresas,27,6
Arquitectura,18,5
Medicina,22,4
Medicina,23,4
Ingenieria Civil,20,2
Medicina,21,7
Arquitectura,22,3
Administracion de Empresas,20,2
Administracion de Empresas,18,6
Medicina,23,6
Administracion de Empresas,25,1
Medicina,25,6
Ingenieria Informatica,19,3
Medicina,20,4
Ingenieria Informatica,21,5
Economia,26,6
Economia,23,5
Medicina,25,4
Psicologia,24,4
Medicina,24,5
Derecho,22,4
Psicologia,23,8
Ingenieria Civil,20,6
Medicina,20,3
Psicologia,24,4
Medicina,26,5
Economia,18,7
Ingenieria Informatica,24,7
Derecho,27,4
Derecho,21,3
Derecho,19,2
Ingenieria Informatica,22,5
Ingenieria Civil,20,9
Ingenieria Informatica,20,6
Derecho,23,1
Ingenieria Informatica,18,3
Medicina,20,3
Administracion de Empresas,22,3
Medicina,22,4
Ingenieria Informatica,23,5
Ingenieria Informatica,27,6
Medicina,23,7
Psicologia,23,6
Arquitectura,19,1
Ingenieria Informatica,24,2
Medicina,21,4
Ingenieria Informatica,22,5
Ingenieria Informatica,21,6
Derecho,25,5
Derecho,18,5
Ingenieria Informatica,18,5
Ingenieria Informatica,21,4
Ingenieria Informatica,23,5
Arquitectura,22,7
Economia,25,4
Ingenieria Informatica,23,4
Ingenieria Informatica,20,4
Arquitectura,18,7
Ingenieria Civil,21,2
Medicina,26,8
Ingenieria Informatica,20,2
Ingenieria Informatica,22,3
Administracion de Empresas,23,6
Medicina,20,7
Ingenieria Informatica,23,2
Administracion de Empresas,26,2
Ingenieria Informatica,21,5
Psicologia,18,9
Medicina,22,7
Ingenieria Informatica,18,4
Administracion de Empresas,23,1
Medicina,24,5
Economia,27,5
Administracion de Empresas,21,4
Medicina,24,3
Derecho,19,5
Medicina,21,3
Ingenieria Civil,18,8
Medicina,22,8
Administracion de Empresas,21,6
Ingenieria Informatica,22,5
Medicina,21,3
Arquitectura,22,4
Psicologia,20,8
Ingenieria Informatica,21,6
Ingenieria Informatica,22,5
Psicologia,22,6
Ingenieria Civil,24,6
Ingenieria Informatica,21,5
Administracion de Empresas,20,6
Medicina,22,6
Arquitectura,19,6
Ingenieria Informatica,20,5
Ingenieria Informatica,28,4
Psicologia,19,3
Ingenieria Informatica,21,3
Administracion de Empresas,20,1
Medicina,22,3
Medicina,22,3
Medicina,23,3
Administracion de Empresas,18,8
Ingenieria Informatica,25,4
Administracion de Empresas,23,5
Psicologia,18,5
Psicologia,18,8
Ingenieria Informatica,19,3
Ingenieria Informatica,21,4
Medicina,30,4
Medicina,24,7
Medicina,20,7
Derecho,19,5
Ingenieria Informatica,21,7
Ingenieria Informatica,22,5
Medicina,20,4
Derecho,21,7
Ingenieria Informatica,19,5
Derecho,18,3
Medicina,23,6
Arquitectura,24,4
Arquitectura,24,4
Medicina,24,6
Ingenieria Informatica,20,4
Medicina,25,5
Ingenieria Informatica,22,6
Derecho,22,3
Arquitectura,20,5
Derecho,20,7
Arquitectura,22,3
Medicina,30,5
Ingenieria Informatica,22,3
Psicologia,20,7
Medicina,20,7
Derecho,20,4
Medicina,29,9
Ingenieria Informatica,20,7
Economia,24,6
Ingenieria Informatica,20,6
Economia,22,6
Economia,24,3
Psicologia,20,5
Derecho,20,5
Administracion de Empresas,26,4
Arquitectura,24,5
Medicina,25,7
Administracion de Empresas,24,4
Derecho,23,4
Medicina,29,3
Medicina,23,1
Medicina,24,6
Administracion de Empresas,18,4
Arquitectura,19,5
Ingenieria Informatica,18,3
Ingenieria Civil,25,4
Derecho,18,7
Arquitectura,20,5
Administracion de Empresas,18,5
Psicologia,19,5
Ingenieria Informatica,20,2
Psicologia,26,6
Ingenieria Informatica,23,2
Arquitectura,19,3
Economia,25,2
Medicina,23,4
Ingenieria Informatica,22,4
Psicologia,18,4
Medicina,20,3
Arquitectura,19,7
Ingenieria Informatica,22,6
Ingenieria Informatica,22,4
Economia,26,4
Derecho,23,3
Arquitectura,18,4
Medicina,23,2
Derecho,18,3
Administracion de Empresas,19,6
Derecho,19,5
Derecho,20,8
Administracion de Empresas,18,4
Medicina,23,4
Medicina,20,4
Psicologia,23,4
Ingenieria Informatica,28,3
Derecho,18,5
Ingenieria Informatica,21,5
Derecho,18,3
Psicologia,21,7
Ingenieria Informatica,23,8
Ingenieria Informatica,24,7
Ingenieria Informatica,22,6
Derecho,24,6
Arquitectura,29,8
Ingenieria Informatica,27,6
Psicologia,20,3
Medicina,20,5
Administracion de Empresas,20,6
Ingenieria Civil,19,3
Medicina,24,4
Administracion de Empresas,18,7
Ingenieria Informatica,21,1
Ingenieria Informatica,24,2
Medicina,22,4
Ingenieria Informatica,19,5
Derecho,25,2
Medicina,20,4
Administracion de Empresas,21,7
Ingenieria Informatica,21,5
Medicina,23,6
Derecho,22,3
Economia,23,3
Ingenieria Informatica,21,6
Arquitectura,20,5
Administracion de Empresas,20,2
Administracion de Empresas,20,3
Administracion de Empresas,24,8
Ingenieria Informatica,20,3
Ingenieria Informatica,24,6
Derecho,22,4
Medicina,21,4
Ingenieria Civil,23,5
Medicina,20,1
Ingenieria Informatica,23,2
Derecho,22,5
Medicina,21,3
Administracion de Empresas,23,6
Derecho,23,1
Ingenieria Civil,25,6
Psicologia,24,2
Derecho,23,4
Derecho,18,2
Ingenieria Civil,29,8
Medicina,20,2
Ingenieria Informatica,24,4
Medicina,24,1
Ingenieria Informatica,18,8
Derecho,21,5
Derecho,21,5
Administracion de Empresas,25,7
Ingenieria Informatica,19,5
Psicologia,21,5
Medicina,20,5
Derecho,27,6
Administracion de Empresas,18,4
Medicina,23,4
Ingenieria Informatica,21,6
Ingenieria Informatica,21,5
Arquitectura,24,4
Ingenieria Civil,27,2
Derecho,22,7
Ingenieria Informatica,23,3
Medicina,23,6
Psicologia,25,5
Psicologia,20,2
Ingenieria Informatica,25,7
Ingenieria Informatica,25,5
Derecho,25,7
Medicina,21,4
Medicina,22,6
Ingenieria Informatica,22,1
Administracion de Empresas,18,3
Arquitectura,26,2
Ingenieria Civil,21,4
Administracion de Empresas,22,5
Administracion de Empresas,20,3
Ingenieria Informatica,18,6
Administracion de Empresas,20,3
Medicina,23,6
Derecho,24,7
Medicina,23,7
Ingenieria Informatica,23,4
Ingenieria Informatica,20,1
Medicina,24,6
Ingenieria Informatica,26,4
Ingenieria Informatica,24,3
Economia,24,3
Medicina,23,7
Administracion de Empresas,18,2
Arquitectura,18,5
Economia,23,5
Administracion de Empresas,21,4
Psicologia,23,6
Medicina,28,8
Medicina,25,4
Medicina,26,4
Derecho,22,6
Derecho,19,6
Medicina,22,4
Ingenieria Informatica,19,4
Derecho,26,1
Ingenieria Informatica,24,3
Administracion de Empresas,23,2
Derecho,25,6
Derecho,18,4
Psicologia,23,4
Arquitectura,18,4
Administracion de Empresas,21,3
Psicologia,21,8
Derecho,23,7
Ingenieria Informatica,22,8
Ingenieria Informatica,26,6
Medicina,21,4
Medicina,25,8
Derecho,22,3
Arquitectura,18,3
Ingenieria Informatica,19,3
Ingenieria Informatica,21,6
Economia,25,3
Ingenieria Informatica,23,4
Administracion de Empresas,18,1
Administracion de Empresas,21,5
Administracion de Empresas,28,1
Ingenieria Informatica,22,3
Ingenieria Informatica,21,7
Ingenieria Informatica,23,7
Administracion de Empresas,24,5
Administracion de Empresas,20,5
Ingenieria Informatica,23,3
Derecho,21,3
Arquitectura,24,4
Ingenieria Informatica,22,1
Administracion de Empresas,23,5
Derecho,19,5
Medicina,20,3
Medicina,25,8
Derecho,21,6
Arquitectura,22,6
Psicologia,21,4
Administracion de Empresas,24,4
Psicologia,20,6
Medicina,22,5
Derecho,24,8
Administracion de Empresas,25,4
Ingenieria Informatica,20,3
Derecho,27,6
Administracion de Empresas,22,2
Medicina,20,6
Ingenieria Civil,23,2
Ingenieria Informatica,20,6
Medicina,24,3
Ingenieria Informatica,21,5
Psicologia,22,6
Derecho,19,5
Medicina,25,2
Derecho,18,3
Medicina,20,3
Psicologia,23,1
Administracion de Empresas,26,7
Medicina,21,5
Ingenieria Civil,24,2
Medicina,26,7
Ingenieria Informatica,24,3
Administracion de Empresas,21,5
Economia,18,3
Medicina,20,1
Ingenieria Informatica,21,2
Medicina,26,4
Administracion de Empresas,18,6
Ingenieria Informatica,24,5
Derecho,19,5
Economia,22,1
Administracion de Empresas,24,7
Medicina,21,5
Medicina,23,4
Ingenieria Informatica,20,7
Arquitectura,24,7
Medicina,23,7
Medicina,23,4
Derecho,26,2
Medicina,24,6
Derecho,19,2
Ingenieria Informatica,21,8
Psicologia,21,5
Ingenieria Civil,22,2
Derecho,29,2
Ingenieria Civil,23,2
Ingenieria Informatica,18,5
Administracion de Empresas,20,4
Derecho,18,2
Administracion de Empresas,21,4
Medicina,20,2
Medicina,20,6
Ingenieria Informatica,18,4
Medicina,24,4
Ingenieria Informatica,22,2
Psicologia,22,4
Ingenieria Informatica,21,4
Ingenieria Informatica,18,5
Administracion de Empresas,23,5
Administracion de Empresas,27,6
Arquitectura,23,4
Administracion de Empresas,20,1
Medicina,20,6
Psicologia,19,3
Administracion de Empresas,23,2
Ingenieria Informatica,25,4
Administracion de Empresas,22,5
Ingenieria Civil,24,3
Medicina,25,3
Medicina,24,4
Ingenieria Informatica,20,7
Ingenieria Informatica,22,4
Medicina,20,3
Administracion de Empresas,22,3
Ingenieria Informatica,22,4
Ingenieria Civil,27,5
Psicologia,18,5
Administracion de Empresas,23,5
Arquitectura,26,3
Ingenieria Informatica,24,4
Administracion de Empresas,24,6
Derecho,23,2
Arquitectura,25,4
Psicologia,18,6
Medicina,20,6
Ingenieria Civil,21,4
Ingenieria Informatica,18,4
Arquitectura,25,2
Economia,25,6
Ingenieria Informatica,20,7
Psicologia,20,10
Ingenieria Informatica,21,5
Medicina,23,4
Administracion de Empresas,22,3
Administracion de Empresas,23,1
Ingenieria Civil,21,5
Derecho,24,9
Administracion de Empresas,23,7
Psicologia,20,7
Ingenieria Civil,26,5
Ingenieria Informatica,18,5
Economia,21,1
Ingenieria Informatica,24,6
Psicologia,19,3
Medicina,23,3
Ingenieria Informatica,23,4
Medicina,20,4
Derecho,21,3
Medicina,22,5
Ingenieria Informatica,20,3
Administracion de Empresas,28,5
Ingenieria Civil,19,2
Medicina,26,4
Ingenieria Informatica,20,2
Medicina,20,3
Ingenieria Informatica,22,5
Arquitectura,23,1
Arquitectura,24,3
Administracion de Empresas,26,6
Medicina,31,2
Psicologia,22,8
Administracion de Empresas,20,7
Arquitectura,23,4
Derecho,21,3
Psicologia,24,5
Administracion de Empresas,18,2
Medicina,30,1
Ingenieria Civil,24,4
Administracion de Empresas,18,4
Derecho,19,5
Ingenieria Informatica,24,3
Derecho,25,7
Administracion de Empresas,18,2
Ingenieria Informatica,24,2
Ingenieria Informatica,18,5
Derecho,21,2
Psicologia,25,2
Administracion de Empresas,20,5
Ingenieria Informatica,18,2
Derecho,22,4
Ingenieria Informatica,20,3
Medicina,24,3
Ingenieria Informatica,19,1
Ingenieria Informatica,19,5
Ingenieria Informatica,18,2
Medicina,23,4
Ingenieria Informatica,21,3
Medicina,20,4
Administracion de Empresas,22,4
Administracion de Empresas,25,5
Medicina,22,3
Arquitectura,22,7
Ingenieria Informatica,22,1
Administracion de Empresas,18,4
Ingenieria Informatica,28,6
Ingenieria Informatica,20,5
Administracion de Empresas,23,3
Administracion de Empresas,24,3
Arquitectura,21,2
Administracion de Empresas,23,6
Ingenieria Civil,22,3
Ingenieria Informatica,18,5
Ingenieria Informatica,21,5
Ingenieria Informatica,20,9
Ingenieria Informatica,20,5
Administracion de Empresas,18,3
Derecho,25,2
Ingenieria Informatica,26,4
Ingenieria Civil,24,4
Arquitectura,25,1
Medicina,21,3
Ingenieria Informatica,20,5
Ingenieria Informatica,19,3
Ingenieria Informatica,23,6
Ingenieria Informatica,22,1
Administracion de Empresas,21,6
Ingenieria Informatica,25,6
Medicina,24,6
Economia,19,1
Derecho,19,5
Ingenieria Civil,24,3
Ingenieria Informatica,25,2
Medicina,24,4
Administracion de Empresas,27,3
Ingenieria Informatica,26,6
Ingenieria Informatica,23,6
Derecho,19,2
Derecho,18,3
Medicina,21,4
Administracion de Empresas,24,4
Medicina,28,7
Ingenieria Informatica,23,6
Medicina,26,5
Ingenieria Informatica,21,4
Ingenieria Informatica,23,1
Ingenieria Civil,24,7
Administracion de Empresas,18,4
Psicologia,20,8
Medicina,25,5
Medicina,23,9
Ingenieria Informatica,18,6
Ingenieria Informatica,18,2
Ingenieria Informatica,20,3
Psicologia,21,4
Derecho,19,3
Administracion de Empresas,22,4
Administracion de Empresas,23,2
Ingenieria Civil,24,5
Ingenieria Informatica,18,5
Medicina,20,2
Medicina,22,8
Psicologia,23,5
Economia,23,3
Ingenieria Informatica,23,1
Arquitectura,20,5
Arquitectura,21,4
Ingenieria Informatica,19,6
Medicina,25,4
Medicina,20,2
Economia,24,8
Ingenieria Informatica,22,5
Psicologia,21,4
Medicina,21,5
Psicologia,18,5
Medicina,21,2
Administracion de Empresas,21,5
Arquitectura,18,4
Psicologia,21,6
Arquitectura,24,3
Ingenieria Informatica,23,3
Derecho,20,8
Ingenieria Informatica,22,7
Medicina,21,1
Administracion de Empresas,22,7
Medicina,27,4
Administracion de Empresas,24,3
Economia,23,2
Ingenieria Informatica,20,3
Derecho,24,3
Medicina,20,2
Ingenieria Informatica,21,2
Ingenieria Informatica,23,2
Ingenieria Civil,24,5
Arquitectura,24,5
Ingenieria Civil,22,6
Economia,21,4
Ingenieria Informatica,23,2
Medicina,20,5
Derecho,19,2
Administracion de Empresas,22,6
Medicina,23,2
Medicina,20,3
Administracion de Empresas,23,4
Administracion de Empresas,24,6
Ingenieria Informatica,21,5
Administracion de Empresas,29,5
Administracion de Empresas,19,8
Administracion de Empresas,20,1
Ingenieria Informatica,20,2
Psicologia,21,2
Ingenieria Informatica,21,1
Medicina,20,3
Psicologia,20,6
Administracion de Empresas,21,3
Medicina,26,4
Derecho,28,1
Administracion de Empresas,26,3
Psicologia,19,4
Psicologia,19,6
Derecho,21,1
Administracion de Empresas,27,4
Ingenieria Informatica,21,7
Medicina,20,4
Medicina,21,1
Administracion de Empresas,24,7
Administracion de Empresas,24,6
Medicina,22,6
Ingenieria Informatica,24,1
Administracion de Empresas,18,8
Medicina,23,3
Psicologia,24,3
Ingenieria Informatica,19,3
Administracion de Empresas,19,6
Ingenieria Civil,18,4
Ingenieria Informatica,26,5
Administracion de Empresas,19,5
Ingenieria Informatica,22,4
Derecho,23,3
Administracion de Empresas,26,8
Medicina,22,2
Administracion de Empresas,20,5
Arquitectura,22,5
Ingenieria Informatica,25,7
Ingenieria Informatica,21,7
Arquitectura,19,4
Administracion de Empresas,18,6
Arquitectura,18,8
Administracion de Empresas,24,4
Psicologia,21,2
Medicina,21,4
Psicologia,19,2
Ingenieria Civil,22,5
Administracion de Empresas,21,7
Ingenieria Informatica,21,4
Medicina,27,1
Ingenieria Informatica,26,7
Ingenieria Informatica,18,1
Medicina,23,1
Administracion de Empresas,19,4
Administracion de Empresas,21,5
Medicina,23,5
Derecho,21,4
Ingenieria Informatica,22,8
Ingenieria Informatica,24,5
Ingenieria Informatica,22,7
Administracion de Empresas,20,6
Ingenieria Informatica,20,2
Medicina,20,4
Medicina,20,9
Psicologia,27,3
Ingenieria Informatica,19,3
Derecho,18,5
Derecho,22,4
Psicologia,21,3
Ingenieria Civil,21,4
Ingenieria Informatica,26,7
Ingenieria Informatica,23,4
Arquitectura,20,2
Administracion de Empresas,20,1
Administracion de Empresas,20,9
Derecho,24,4
Derecho,21,5
Ingenieria Civil,18,3
Economia,21,5
Psicologia,18,7
Medicina,29,3
Arquitectura,19,5
Ingenieria Informatica,21,2
Ingenieria Informatica,22,9
Arquitectura,21,5
Medicina,22,4
Ingenieria Informatica,23,4
Ingenieria Informatica,26,3
Arquitectura,24,4
Administracion de Empresas,26,1
Derecho,18,4
Ingenieria Informatica,22,4
Psicologia,22,5
Psicologia,23,3
Medicina,27,3
Medicina,22,4
Ingenieria Informatica,20,1
Economia,23,5
Derecho,18,1
Ingenieria Civil,21,7
Medicina,22,6
Psicologia,19,3
Psicologia,25,6
Derecho,18,5
Economia,21,2
Medicina,23,1
Ingenieria Informatica,26,5
Derecho,21,3
Psicologia,24,7
Administracion de Empresas,24,5
Ingenieria Informatica,22,3
Administracion de Empresas,18,8
Medicina,20,6
Medicina,23,1
Derecho,20,4
Psicologia,24,2
Ingenieria Informatica,24,3
Medicina,22,4
Medicina,20,5
Ingenieria Informatica,23,5
Psicologia,18,7
Ingenieria Civil,19,6
Medicina,20,6
Psicologia,21,5
Arquitectura,25,7
Arquitectura,21,4
Ingenieria Informatica,20,4
Ingenieria Civil,18,1
Medicina,24,7
Medicina,20,4
Ingenieria Informatica,22,10
Administracion de Empresas,20,4
Ingenieria Informatica,24,5
Ingenieria Informatica,21,6
Medicina,22,2
Psicologia,23,5
Arquitectura,28,5
Medicina,25,4
Arquitectura,21,7
Arquitectura,22,3
Psicologia,20,5
Ingenieria Informatica,19,7
Derecho,20,3
Ingenieria Civil,19,4
Derecho,23,9
Medicina,20,5
Administracion de Empresas,25,3
Derecho,24,6
Administracion de Empresas,22,3
Ingenieria Informatica,22,1
Medicina,21,7
Psicologia,22,2
Arquitectura,25,9
Ingenieria Informatica,19,4
Ingenieria Civil,18,9
Medicina,25,2
Derecho,22,7
Psicologia,18,5
Psicologia,19,6
Ingenieria Civil,19,6
Medicina,20,4
Arquitectura,21,2
Ingenieria Informatica,21,4
Derecho,20,5
Psicologia,19,4
Derecho,21,5
Medicina,23,5
Arquitectura,21,3
Ingenieria Informatica,25,5
Ingenieria Informatica,23,4
Derecho,18,3
Administracion de Empresas,23,6
Arquitectura,23,3
Medicina,21,4
Ingenieria Informatica,18,5
Arquitectura,22,7
Administracion de Empresas,21,5
Ingenieria Informatica,18,6
Psicologia,18,4
Administracion de Empresas,21,4
Derecho,21,4
Administracion de Empresas,20,5
Arquitectura,21,4
Arquitectura,18,7
Derecho,20,4
Ingenieria Informatica,23,1
Arquitectura,20,10
Derecho,18,4
Derecho,20,7
Medicina,20,7
Arquitectura,22,6
Psicologia,22,4
Ingenieria Informatica,18,5
Medicina,25,2
Arquitectura,18,8
Ingenieria Informatica,26,3
Economia,21,4
Derecho,18,5
Derecho,18,4
Medicina,24,3
Ingenieria Informatica,20,7
